"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"TMEM54",1.83123323559895e-59,0.263524620782809,0.956,0.699,6.17015726402711e-55
"TAGLN2",4.29917741675919e-59,0.332078323201813,0.993,0.897,1.44856483880284e-54
"CTSD",6.04983040617323e-59,0.2556980168382,0.961,0.667,2.03842985705601e-54
"UBB",5.29344817458107e-58,0.559484139418863,1,0.98,1.78357442794335e-53
"PDIA4",2.15028359765396e-57,0.259431391447178,0.932,0.632,7.24516555393526e-53
"IGLC7",4.71437179870214e-56,0.432754073463946,0.115,0.005,1.5884604338547e-51
"ATP1B1",4.73805467766388e-56,0.347698633395183,0.973,0.758,1.59644014309207e-51
"MDK",4.26094600853104e-54,0.359396281150181,0.862,0.599,1.43568314811445e-49
"CDKN2A",6.06146390560125e-54,0.251899896055668,0.233,0.071,2.04234964835329e-49
"SERPINB1",1.55351363053779e-53,0.286829768787588,0.963,0.743,5.23440882673403e-49
"SNRPD2",2.59207009279993e-53,-0.357049505329857,0.995,0.968,8.73372097068009e-49
"CTGF",3.35179189776733e-53,0.278226301892015,0.5,0.253,1.12935276203372e-48
"ITLN1",4.83669614935295e-53,2.18850788628293,0.113,0.006,1.62967640056298e-48
"PTTG1",5.02705790783197e-53,0.253634216861665,0.544,0.292,1.6938168914649e-48
"BAG1",3.86355953882932e-52,0.260558795193474,0.943,0.649,1.30178775101315e-47
"CD55",6.89386964779696e-52,0.790804878628499,0.813,0.566,2.32282043912871e-47
"EIF3E",9.78935369115479e-52,-0.345324961789546,0.989,0.949,3.2984248326977e-47
"TSPAN1",1.6354271675137e-51,0.315446551877236,0.77,0.473,5.51040829822065e-47
"GSTP1",1.95587661767553e-51,0.313237683908675,0.999,0.979,6.59013067559593e-47
"LGALS4",2.67521664366212e-51,0.372195857863971,0.992,0.962,9.01387495915514e-47
"ID3",5.49106379084704e-51,0.400952189974863,0.707,0.44,1.850159033688e-46
"MYDGF",4.4713015266074e-50,0.273595766950959,0.994,0.815,1.5065603363751e-45
"FCGBP",1.4605249032341e-49,0.947109722867942,0.169,0.041,4.92109260895696e-45
"TFF1",3.26445723808044e-49,1.5898934508041,0.586,0.358,1.09992622179882e-44
"PRAP1",1.17530927629805e-48,-0.451865433008059,0.673,0.764,3.96008707555865e-44
"SOX4",4.96433279272938e-48,0.370761138277491,0.913,0.671,1.67268229118224e-43
"TUBA1B",6.41364449819479e-48,0.320620343837264,0.964,0.769,2.16101337722175e-43
"RPL36A",7.83013763157511e-48,-0.342671871110265,0.997,0.982,2.63828657358292e-43
"PRDX5",8.10554123700391e-48,-0.370300748501105,0.987,0.984,2.7310810643961e-43
"LY6E",3.42934622242803e-47,0.355526704115606,0.893,0.666,1.1554839161849e-42
"KRT7",7.8155872479353e-47,0.407631502002996,0.338,0.155,2.63338396731932e-42
"PPIB",1.74580643357494e-46,0.288893815275694,0.99,0.881,5.88232019728742e-42
"ACTN4",2.08355190304611e-46,0.254435785602222,0.975,0.753,7.02031978212357e-42
"MT-ND4L",5.63354526266071e-45,0.301093520792263,0.971,0.76,1.8981667408009e-40
"BTG2",8.78194322423783e-45,0.263175515904855,0.866,0.6,2.95898794997469e-40
"MUC13",9.62779953991058e-45,0.281116580921527,0.925,0.629,3.24399077697747e-40
"BSG",3.36639381459182e-44,0.305426419343037,0.997,0.879,1.13427273188857e-39
"PRSS2",3.74016125919336e-44,1.44563713038168,0.101,0.008,1.26020993467261e-39
"UBC",6.42791646549021e-44,0.26190024868296,1,0.954,2.16582217388227e-39
"KRT6B",2.27781563768037e-43,0.3035299250479,0.192,0.06,7.67487200960024e-39
"HSPA8",3.58214667828961e-43,0.343172366534767,0.991,0.939,1.2069685017829e-38
"PPP1R15A",3.82111804803251e-43,0.391123476667894,0.966,0.763,1.28748751510407e-38
"LCN15",4.98010137869704e-43,-0.785330447382694,0.134,0.256,1.67799535853818e-38
"COMMD6",6.11812653515558e-43,-0.27366225941662,0.997,0.962,2.06144155475532e-38
"TSC22D1",8.56211000502955e-43,0.258325794916503,0.975,0.748,2.88491734509466e-38
"B2M",6.19997949097827e-41,-0.351857979539729,1,0.996,2.08902108969022e-36
"HEPACAM2",1.33546832238577e-40,0.29373584719411,0.107,0.014,4.4997269654466e-36
"ENO1",4.82706971618282e-40,0.296086615222563,0.994,0.924,1.62643287017064e-35
"P4HB",6.9856942061983e-40,0.264514281674832,0.993,0.886,2.35375980583645e-35
"HLA-C",5.51274091214535e-39,0.371879034278346,0.999,0.946,1.85746292293825e-34
"IL32",8.76420392963439e-39,-0.427118482067875,0.992,0.949,2.95301087205101e-34
"HMGN2",1.47629544470605e-38,0.262033948577161,0.97,0.769,4.97422987139257e-34
"IGF2",1.55842512847876e-38,0.292267416762336,0.287,0.13,5.25095762789633e-34
"MLEC",1.46107172690667e-37,0.260368468895383,0.95,0.724,4.92293507663932e-33
