"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"RPLP1",6.82275496545937e-136,-0.30060088887519,0.996,0.998,9.53138868674674e-132
"UBC",2.23851226247415e-134,0.496518127094706,0.944,0.956,3.12720163067639e-130
"LGALS1",3.55356398891168e-134,0.628667878883977,0.496,0.295,4.96432889250961e-130
"SHFM1",3.71437437134142e-133,0.392639068885357,0.887,0.939,5.18898099676396e-129
"RPLP0",4.19049940792529e-133,-0.27958205340602,0.974,0.994,5.85412767287163e-129
"RPL6",9.97365040221355e-133,-0.308502329338017,0.969,0.991,1.39331896118923e-128
"REP15",1.65318733160698e-132,0.372074966373166,0.118,0.019,2.30950270225495e-128
"RPL15",2.61779805392362e-132,-0.292173784873953,0.969,0.995,3.6570638813313e-128
"SLC25A5",3.70679200286864e-132,-0.459874544720066,0.858,0.956,5.17838842800748e-128
"IGBP1",2.20356317266421e-131,-0.33503171752623,0.624,0.805,3.0783777522119e-127
"CST6",3.6270389666775e-130,0.319214636010978,0.1,0.013,5.06697343644847e-126
"HES4",5.17128134554606e-130,-0.36409473082348,0.285,0.509,7.22428003972785e-126
"TNFRSF11B",4.16373697448956e-129,0.370197219565897,0.166,0.045,5.81674055336192e-125
"UQCRH",1.17114921619613e-128,-0.325153647555313,0.889,0.972,1.63609545502599e-124
"YBX1",7.65398083694345e-128,-0.314558997592556,0.911,0.974,1.069261122921e-123
"FTL",2.71528363673627e-127,-0.501122232080397,0.98,0.996,3.79325124052057e-123
"TPM2",4.36418529263923e-127,0.414808566781148,0.411,0.22,6.09676685381701e-123
"COMMD6",1.35322815257756e-126,-0.317987484142606,0.868,0.948,1.89045972915085e-122
"ANKRD10",6.42308625006296e-125,-0.294458818971856,0.504,0.698,8.97305149133796e-121
"S100A6",3.32370572096956e-124,0.605055516079582,0.998,0.999,4.64321689219447e-120
"CYB5A",2.53834927515818e-123,-0.327731312589105,0.64,0.807,3.54607393739598e-119
"AGPAT2",3.51891559305581e-123,-0.366228432638062,0.738,0.869,4.91592508349897e-119
"LAMTOR4",1.32129863696126e-122,-0.282956725059987,0.814,0.92,1.84585419583488e-118
"PPP1R1B",2.4360214311324e-122,-0.297034929276523,0.567,0.77,3.40312193929196e-118
"FGGY",2.83643112415488e-121,-0.734452852393851,0.272,0.471,3.96249428044436e-117
"C10orf99",7.28314054592688e-120,-0.340894252577836,0.377,0.588,1.01745473426599e-115
"EEF1A1",1.75644495781131e-119,-0.298386393862368,0.988,0.998,2.4537536060624e-115
"FUOM",4.30257768334183e-119,-0.251618333912841,0.22,0.427,6.01070102362853e-115
"EIF3E",5.62770410805848e-119,-0.380523012905736,0.833,0.941,7.86190263895769e-115
"LAMP1",1.13883212287813e-117,-0.301315358132914,0.662,0.824,1.59094847566075e-113
"PRAC1",4.6395640746953e-117,-0.494983586870836,0.277,0.475,6.48147101234933e-113
"MYL12A",6.65495695272087e-117,0.38707670904228,0.855,0.915,9.29697486295106e-113
"MGST1",1.73241374551503e-116,-0.427908475468713,0.725,0.869,2.4201820024845e-112
"BCAP31",2.49641585196872e-115,-0.337062692494656,0.756,0.884,3.4874929452003e-111
"C1QBP",9.33737735616034e-114,-0.368855505183939,0.731,0.879,1.3044316166556e-109
"PTMS",1.04295721806328e-113,-0.307262033817209,0.684,0.856,1.45701123363441e-109
"DPEP1",1.52039841575727e-112,-0.289659845214652,0.539,0.764,2.12399658681291e-108
"FDX1",7.70735441167866e-112,-0.253986869840495,0.541,0.726,1.07671741131151e-107
"NPC2",3.62815728235209e-111,-0.34023667819271,0.73,0.873,5.06853572344587e-107
"GLUL",5.51305721504842e-111,0.556232545994895,0.694,0.586,7.70174092942264e-107
"UXT",8.32948464447745e-111,-0.288453085799872,0.797,0.911,1.1636290048335e-106
"HBA2",2.13439349867231e-109,-0.345741961288872,0.035,0.18,2.98174771764522e-105
"LINC00493",5.82294740709537e-109,-0.260392142500208,0.777,0.902,8.13465752771223e-105
"BRI3",2.68990625662151e-106,-0.291485131247663,0.682,0.838,3.75779904050024e-102
"PRRC2C",9.16020393857793e-106,0.486172633284557,0.761,0.747,1.27968049021934e-101
"IFITM1",2.76914809042734e-105,-0.307610858356398,0.492,0.687,3.868499882327e-101
"SOCS3",5.02595762799294e-105,0.367473853800085,0.321,0.166,7.02126280630614e-101
